mfcc_0_mean,mfcc_0_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,spectral_centroid_mean,spectral_rolloff_mean,rms_energy_mean,zcr_mean,chroma_0_mean,chroma_1_mean,chroma_2_mean,chroma_3_mean,chroma_4_mean,chroma_5_mean,chroma_6_mean,chroma_7_mean,chroma_8_mean,chroma_9_mean,chroma_10_mean,chroma_11_mean,tempo,person,audio_path,audio_name,phrase
-323.52520751953125,43.51669692993164,11.343247413635254,36.61899185180664,5.898494720458984,16.233978271484375,1.027185320854187,13.190826416015625,1.8193970918655396,10.621459007263184,3.874373197555542,7.5439534187316895,0.22451873123645782,5.4663238525390625,0.7108790278434753,7.110710620880127,-4.59173059463501,6.819789886474609,1.6870545148849487,3.923604726791382,1.3611934185028076,6.013124942779541,2.5971362590789795,5.81476354598999,-1.2022390365600586,5.851820468902588,4918.773405443287,8816.776315789473,0.009257132187485695,0.39458835891812866,0.622446596622467,0.6575550436973572,0.6942821145057678,0.7518619298934937,0.6602600812911987,0.6120166182518005,0.62405925989151,0.5943527817726135,0.5804122686386108,0.5743467211723328,0.583969235420227,0.5893564224243164,135.99917763157896,Fidel,c:\Users\LENOVO\Documents\KERIE\ML_FORMATIVE2\Formative-2-Data-Preprocessing\audio\augmented\Fidel_confirm_transaction_aug_noise.wav,Fidel_confirm_transaction_aug_noise.wav,confirm_transaction
-612.3302001953125,207.960693359375,44.700008392333984,59.60566711425781,21.4990291595459,25.132102966308594,4.432203769683838,22.00575828552246,15.117193222045898,19.426517486572266,12.2123441696167,15.912542343139648,5.580928325653076,10.884574890136719,8.967156410217285,9.786578178405762,-9.503472328186035,16.659423828125,0.9866845011711121,10.141403198242188,-1.8087682723999023,9.518845558166504,6.685080051422119,11.56410026550293,-2.7220382690429688,6.79252290725708,3631.974495384446,7679.294305098684,0.004680636338889599,0.21397854989035087,0.4910312592983246,0.5673025250434875,0.5321546792984009,0.48837071657180786,0.47931787371635437,0.40738770365715027,0.36749929189682007,0.3550874888896942,0.3370852768421173,0.3778359591960907,0.40925678610801697,0.43031203746795654,75.99954044117646,Fidel,c:\Users\LENOVO\Documents\KERIE\ML_FORMATIVE2\Formative-2-Data-Preprocessing\audio\augmented\Fidel_confirm_transaction_aug_pitch_down.wav,Fidel_confirm_transaction_aug_pitch_down.wav,confirm_transaction
-602.2380981445312,193.0859832763672,41.41876220703125,59.34798812866211,15.623069763183594,26.032577514648438,5.278124809265137,24.862335205078125,18.88002586364746,20.82679557800293,3.833113431930542,13.456640243530273,4.3941969871521,12.508788108825684,-6.965557098388672,14.177103996276855,-1.4150532484054565,10.926011085510254,6.741576671600342,9.430922508239746,3.5848231315612793,7.763070106506348,-1.292359471321106,7.325730800628662,-1.8404752016067505,11.457114219665527,3465.1818585935307,7452.754934210527,0.0048076435923576355,0.19512689601608188,0.36593031883239746,0.3616693615913391,0.4108785390853882,0.4320019781589508,0.46098077297210693,0.4978199899196625,0.4464958906173706,0.43509775400161743,0.46518591046333313,0.4482668936252594,0.40338024497032166,0.38511189818382263,75.99954044117646,Fidel,c:\Users\LENOVO\Documents\KERIE\ML_FORMATIVE2\Formative-2-Data-Preprocessing\audio\augmented\Fidel_confirm_transaction_aug_pitch_up.wav,Fidel_confirm_transaction_aug_pitch_up.wav,confirm_transaction
-605.9342041015625,205.84634399414062,42.85182189941406,58.40121078491211,21.1936092376709,24.867525100708008,3.396454095840454,24.433879852294922,19.956851959228516,20.753639221191406,6.351931095123291,15.267096519470215,7.2291412353515625,9.435627937316895,-1.8081908226013184,11.190359115600586,-6.236072063446045,13.688983917236328,3.0090768337249756,8.42342472076416,5.642887115478516,7.013435363769531,2.9491004943847656,9.688376426696777,2.597236156463623,10.75060749053955,3648.9666811263096,7803.37682337194,0.004795450251549482,0.20821610030594406,0.40918591618537903,0.4733847379684448,0.564200758934021,0.5325270891189575,0.4694330096244812,0.4937703609466553,0.45690277218818665,0.3766786754131317,0.34964630007743835,0.3190489113330841,0.35182759165763855,0.4011867046356201,89.10290948275862,Fidel,c:\Users\LENOVO\Documents\KERIE\ML_FORMATIVE2\Formative-2-Data-Preprocessing\audio\augmented\Fidel_confirm_transaction_aug_time_fast.wav,Fidel_confirm_transaction_aug_time_fast.wav,confirm_transaction
-609.548828125,199.078125,40.29436111450195,60.04692840576172,19.327871322631836,25.396095275878906,2.7120463848114014,24.470714569091797,20.506404876708984,21.316648483276367,7.286240100860596,14.613041877746582,7.992939472198486,9.61160659790039,-1.1818904876708984,11.95028018951416,-5.776742458343506,13.720043182373047,3.1152451038360596,8.073149681091309,5.029273986816406,7.853349685668945,2.599897623062134,9.68595027923584,1.4814938306808472,10.68985366821289,3633.7805612179136,7777.008113682827,0.00506936339661479,0.20767924941588786,0.4183235764503479,0.41969937086105347,0.46504464745521545,0.5226947665214539,0.4626886546611786,0.4348914325237274,0.4439661204814911,0.389045387506485,0.38996848464012146,0.3746863603591919,0.36782434582710266,0.3745364546775818,60.09265988372093,Fidel,c:\Users\LENOVO\Documents\KERIE\ML_FORMATIVE2\Formative-2-Data-Preprocessing\audio\augmented\Fidel_confirm_transaction_aug_time_slow.wav,Fidel_confirm_transaction_aug_time_slow.wav,confirm_transaction
-645.2651977539062,209.97921752929688,47.24209213256836,60.70206832885742,21.397138595581055,25.906295776367188,3.7024104595184326,24.371967315673828,20.725725173950195,21.325397491455078,6.740921974182129,15.12866497039795,7.202820301055908,9.570388793945312,-1.8237533569335938,11.468177795410156,-6.7777276039123535,13.69041919708252,1.99540376663208,8.281734466552734,4.385042667388916,7.403238773345947,2.2779734134674072,9.562177658081055,1.3412541151046753,10.391185760498047,3617.178741697801,7761.586400082237,0.003662525676190853,0.24805829678362573,0.4255070388317108,0.4334654211997986,0.5113164186477661,0.5843325853347778,0.514098584651947,0.471849262714386,0.4890146851539612,0.4143490195274353,0.39686548709869385,0.37988224625587463,0.3735913038253784,0.39285367727279663,75.99954044117646,Fidel,c:\Users\LENOVO\Documents\KERIE\ML_FORMATIVE2\Formative-2-Data-Preprocessing\audio\augmented\Fidel_confirm_transaction_aug_volume_down.wav,Fidel_confirm_transaction_aug_volume_down.wav,confirm_transaction
-538.058837890625,210.6259002685547,46.85898208618164,60.88981246948242,21.305551528930664,25.988304138183594,3.6179637908935547,24.404193878173828,20.60329818725586,21.433990478515625,6.660531520843506,15.142789840698242,7.120444297790527,9.60784912109375,-1.9359235763549805,11.471159934997559,-6.8696818351745605,13.681032180786133,1.9263949394226074,8.301568984985352,4.319232940673828,7.462101936340332,2.178969383239746,9.626924514770508,1.1523839235305786,10.3671875,3578.9683690030124,7717.197779605263,0.010986167006194592,0.20727681834795322,0.4234597682952881,0.4297672212123871,0.5064051151275635,0.5799103379249573,0.5097900032997131,0.4697273075580597,0.48488619923591614,0.41112610697746277,0.39257776737213135,0.3751148283481598,0.3711308240890503,0.3911409378051758,75.99954044117646,Fidel,c:\Users\LENOVO\Documents\KERIE\ML_FORMATIVE2\Formative-2-Data-Preprocessing\audio\augmented\Fidel_confirm_transaction_aug_volume_up.wav,Fidel_confirm_transaction_aug_volume_up.wav,confirm_transaction
-578.0027465820312,210.71405029296875,46.78850173950195,60.920108795166016,21.25287628173828,25.9991455078125,3.5671560764312744,24.396825790405273,20.555728912353516,21.462627410888672,6.6385369300842285,15.141433715820312,7.101443767547607,9.615779876708984,-1.958829641342163,11.481099128723145,-6.884245872497559,13.679203987121582,1.9277247190475464,8.307271957397461,4.3222551345825195,7.4831647872924805,2.1592609882354736,9.643057823181152,1.102898120880127,10.356118202209473,3577.7483973781664,7711.594109786184,0.007323964964598417,0.20536938048245615,0.4256356656551361,0.43017083406448364,0.5065111517906189,0.5790624022483826,0.5084993243217468,0.46780404448509216,0.48227933049201965,0.40792369842529297,0.39081627130508423,0.37558412551879883,0.3719542324542999,0.39356526732444763,75.99954044117646,Fidel,c:\Users\LENOVO\Documents\KERIE\ML_FORMATIVE2\Formative-2-Data-Preprocessing\audio\augmented\Fidel_confirm_transaction_original.wav,Fidel_confirm_transaction_original.wav,confirm_transaction
-330.2181701660156,31.17780303955078,0.7263506054878235,36.34904479980469,13.564810752868652,20.735401153564453,4.6173906326293945,17.92041015625,6.865464210510254,12.141340255737305,3.4490742683410645,7.2831010818481445,-0.01159905269742012,6.569351673126221,0.9671525955200195,5.716619491577148,-3.8554201126098633,5.768697738647461,0.5421794652938843,4.5446648597717285,-2.487293243408203,5.9167962074279785,-0.27084067463874817,6.4105224609375,-3.462460517883301,5.485056400299072,5261.990805830088,8963.666186286408,0.014499031007289886,0.4250749013956311,0.6064218878746033,0.6975667476654053,0.6547104120254517,0.6645032167434692,0.5589393973350525,0.4638921022415161,0.4754693806171417,0.5295420289039612,0.5983995199203491,0.6324847936630249,0.5675977468490601,0.5542481541633606,112.34714673913044,Fidel,c:\Users\LENOVO\Documents\KERIE\ML_FORMATIVE2\Formative-2-Data-Preprocessing\audio\augmented\Fidel_yes_approve_aug_noise.wav,Fidel_yes_approve_aug_noise.wav,approve
-582.2716674804688,157.2605438232422,23.571775436401367,81.55426788330078,29.482561111450195,26.884963989257812,6.019799709320068,30.10730743408203,21.69063377380371,25.43134880065918,9.745572090148926,15.105544090270996,3.3863987922668457,14.212718963623047,11.744077682495117,13.392452239990234,-12.80411148071289,17.570613861083984,10.055917739868164,9.944724082946777,-0.08421195298433304,9.98575496673584,3.1533427238464355,12.063553810119629,-6.743688583374023,10.840432167053223,4053.6941229201802,7638.7470134253645,0.008671419695019722,0.27804061741504854,0.5364064574241638,0.45573633909225464,0.4459398090839386,0.3198337256908417,0.30110764503479004,0.3712216317653656,0.48667728900909424,0.4510909616947174,0.36701786518096924,0.363716185092926,0.44548124074935913,0.5444229245185852,135.99917763157896,Fidel,c:\Users\LENOVO\Documents\KERIE\ML_FORMATIVE2\Formative-2-Data-Preprocessing\audio\augmented\Fidel_yes_approve_aug_pitch_down.wav,Fidel_yes_approve_aug_pitch_down.wav,approve
